node_id,node_group,node_label,node_mapped_to,tissue_label,tissue_mapped_to,organ_label,organ_mapped_to
Double_Positive_Alpha_Beta_Thymocyte_1,Double_Positive_Alpha_Beta_Thymocyte,"double-positive, alpha-beta thymocyte",CL:0000809,thymus lobule,UBERON:0002125,Thymus,UBERON:0002370
Double_Positive_Alpha_Beta_Thymocyte_2,Double_Positive_Alpha_Beta_Thymocyte,"double-positive, alpha-beta thymocyte",CL:0000809,thymus lobule,UBERON:0002125,Thymus,UBERON:0002370
Double_Positive_Alpha_Beta_Thymocyte_3,Double_Positive_Alpha_Beta_Thymocyte,"double-positive, alpha-beta thymocyte",CL:0000809,thymus lobule,UBERON:0002125,Thymus,UBERON:0002370
Double_Positive_Alpha_Beta_Thymocyte_4,Double_Positive_Alpha_Beta_Thymocyte,"double-positive, alpha-beta thymocyte",CL:0000809,thymus lobule,UBERON:0002125,Thymus,UBERON:0002370
Double_Positive_Alpha_Beta_Thymocyte_5,Double_Positive_Alpha_Beta_Thymocyte,"double-positive, alpha-beta thymocyte",CL:0000809,thymus lobule,UBERON:0002125,Thymus,UBERON:0002370
Double_Positive_Alpha_Beta_Thymocyte_6,Double_Positive_Alpha_Beta_Thymocyte,"double-positive, alpha-beta thymocyte",CL:0000809,thymus lobule,UBERON:0002125,Thymus,UBERON:0002370
Double_Positive_Alpha_Beta_Thymocyte_7,Double_Positive_Alpha_Beta_Thymocyte,"double-positive, alpha-beta thymocyte",CL:0000809,thymus lobule,UBERON:0002125,Thymus,UBERON:0002370
Double_Positive_Alpha_Beta_Thymocyte_8,Double_Positive_Alpha_Beta_Thymocyte,"double-positive, alpha-beta thymocyte",CL:0000809,thymus lobule,UBERON:0002125,Thymus,UBERON:0002370
Double_Positive_Alpha_Beta_Thymocyte_9,Double_Positive_Alpha_Beta_Thymocyte,"double-positive, alpha-beta thymocyte",CL:0000809,thymus lobule,UBERON:0002125,Thymus,UBERON:0002370
Double_Positive_Alpha_Beta_Thymocyte_10,Double_Positive_Alpha_Beta_Thymocyte,"double-positive, alpha-beta thymocyte",CL:0000809,thymus lobule,UBERON:0002125,Thymus,UBERON:0002370
Double_Positive_Alpha_Beta_Thymocyte_11,Double_Positive_Alpha_Beta_Thymocyte,"double-positive, alpha-beta thymocyte",CL:0000809,thymus lobule,UBERON:0002125,Thymus,UBERON:0002370
Double_Positive_Alpha_Beta_Thymocyte_12,Double_Positive_Alpha_Beta_Thymocyte,"double-positive, alpha-beta thymocyte",CL:0000809,thymus lobule,UBERON:0002125,Thymus,UBERON:0002370
Double_Positive_Alpha_Beta_Thymocyte_13,Double_Positive_Alpha_Beta_Thymocyte,"double-positive, alpha-beta thymocyte",CL:0000809,thymus lobule,UBERON:0002125,Thymus,UBERON:0002370
Double_Positive_Alpha_Beta_Thymocyte_14,Double_Positive_Alpha_Beta_Thymocyte,"double-positive, alpha-beta thymocyte",CL:0000809,thymus lobule,UBERON:0002125,Thymus,UBERON:0002370
Double_Positive_Alpha_Beta_Thymocyte_15,Double_Positive_Alpha_Beta_Thymocyte,"double-positive, alpha-beta thymocyte",CL:0000809,thymus lobule,UBERON:0002125,Thymus,UBERON:0002370
Double_Positive_Alpha_Beta_Thymocyte_16,Double_Positive_Alpha_Beta_Thymocyte,"double-positive, alpha-beta thymocyte",CL:0000809,thymus lobule,UBERON:0002125,Thymus,UBERON:0002370
Double_Positive_Alpha_Beta_Thymocyte_17,Double_Positive_Alpha_Beta_Thymocyte,"double-positive, alpha-beta thymocyte",CL:0000809,thymus lobule,UBERON:0002125,Thymus,UBERON:0002370
